sample_id,text,source_wav_path,duration
bahraini_sft_conversation_gen_cleaned_000332_response_seg_01,أحسن اسأل الموظف عند بداية الطابور، وخلك مجهز أغراض الطفل في شنطة سهلة عشان ما تتعبون.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001174_response_seg_01,عطيني تاريخ آخر فاتورة، وبقول لج إذا التقييم مؤهل للنقاط ولا لا.,,
bahraini_sft_conversation_gen_cleaned_000239_response_seg_02,التحويل داخلي ولا بنفت ولا دولي؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000676_response_seg_01,ادخل تفاصيل الحالة في البوابة، عادة يبين المطلوب خطوة بخطوة.,,
bahraini_sft_conversation_gen_cleaned_001045_response_seg_00,تم، يا نرسل الصيانة الحين، أو إذا تفضل نبدل لك الغرفة إذا ما ضبط بسرعة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001008_response_seg_02,إذا ما انحل بسرعة، اطلب تبديل غرفة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000300_response_seg_01,بس اذا الاذواق مختلفة، خلو كل واحد يختار صنف عشان ما يصير لخبطة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000047_assistant_03_seg_01,تبين نكتب كرت معايدة برسالة قصيرة بعد؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001027_response_seg_02,إذا عندك مناسبة خاصة قول لهم.,,
bahraini_sft_conversation_gen_cleaned_000313_response_seg_02,المسافة للحديقة كم تقريبا وفي جدران بينكم؟,,
bahraini_sft_conversation_gen_cleaned_000680_response_seg_02,بدلك ينزل ضمن الراتب كتحويل واحد ولا منفصل؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000217_assistant_03_seg_03,واذكر رقم الشاصي ورقم المعاملة عشان يربطونه بالنظام.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000911_response_seg_02,إذا كان يصرف حتى وهو مو شغال، غالباً في مشكلة بصمام.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000239_assistant_05_seg_01,أهم شي لا تتأخر في تقديم الاعتراض.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000359_assistant_05_seg_01,وإذا تحب، اخلي لك تنبيه تلقائي ينرسل لما تقرب النقاط تنتهي.,,
bahraini_sft_conversation_gen_cleaned_000861_response_seg_02,عشان أقول لك الإجراء الأقرب.,,
bahraini_sft_conversation_gen_cleaned_000029_response_seg_02,وأي وقت يناسبك؟,,
bahraini_sft_conversation_gen_cleaned_000035_response_seg_00,تختلف حسب اليوم والزحمة والتخصص، بس نحاول نخليها معقولة.,,
bahraini_sft_conversation_gen_cleaned_000536_response_seg_01,مرات يطلبون تصريح، ومرات لازم إرجاع للمرسل.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000129_response_seg_01,جرّب تغيّر DNS إلى 1.1.1.1 أو 8.8.8.8،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000040_assistant_05_seg_01,بنرسل لك مندوب يستلم المقاس الغلط، وبنرتب شحن المقاس الصحيح أول ما يتأكد الاستلام.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000947_response_seg_02,إذا في أي مستندات تبونها قبل المقابلة خبروني.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000838_response_seg_00,بعض الكليات عندهم نظام مواعيد أونلاين، وبعضهم بالإيميل.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000174_assistant_01_seg_01,الاجتماعية.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000994_response_seg_00,قول: أشكركم على الفرصة، بس حبيت أخبركم إني قبلت عرض ثاني وبأكنسل المقابلة.,,
bahraini_sft_conversation_gen_cleaned_000715_response_seg_02,بخصوص طلب رقم (…)،,,
bahraini_sft_conversation_gen_cleaned_000341_response_seg_00,يعطونك رقم بلاغ، تقدر تتواصل مع مكتب المفقودات أو خدمة عملاء الشركة وتذكر الرقم.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001090_response_seg_02,اسألهم شلون وثيقتك تغطيها.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000276_assistant_05_seg_03,إذا ما طلع لج الخيار، قولي لي اسم النظام اللي تستخدمونه.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000163_assistant_01_seg_06,رقم البيت/الشقة.,,
bahraini_sft_conversation_gen_cleaned_001293_response_seg_00,يعتمد على نظامهم.,,
bahraini_sft_conversation_gen_cleaned_001328_response_seg_01,وخلهم هم يتعاملون مع موضوع الفلوس لأن بدون إثباتات صعب تعرف صاحبها.,,
bahraini_sft_conversation_gen_cleaned_000197_response_seg_03,وبعدها جرب تمسح الكاش/تعيد تشغيل التلفون.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000280_assistant_01_seg_01,قبل التظلم الرسمي،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001078_response_seg_01,الشامل غالبًا يغطي ضرر سيارتك مع التحمل، والطرف الثالث ما يغطي.,,
bahraini_sft_conversation_gen_cleaned_000520_response_seg_01,انتبه تكتب اسم الشخص ورقم هويته إذا طلبوا، وتأكد التفويض يكون من داخل تطبيق الشركة الرسمي.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000251_assistant_03_seg_02,وخلك متابع للقراءة إذا انحلت القفزة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000368_assistant_01_seg_02,تبي تتأكد من قائمة الاستثناءات عندنا؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001104_response_seg_03,إذا ما كان مطابق، احتمال يرفضون.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000727_response_seg_01,إذا صار مكتمل وطبعوا/أصدروا بدل، يمكن ما ينلغي، بس تقدر تستفسر عن الإجراء الصحيح.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000757_response_seg_02,تقريباً 1 kWh.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000787_response_seg_00,إذا يرفض، الأقل سوّوا اتفاق مكتوب من يتحمل الفواتير وخل الدفع يكون موثق بإيصالات باسمك.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000114_response_seg_00,خلني أشيّك على حالة طلب الإرجاع.,,
bahraini_sft_conversation_gen_cleaned_000511_response_seg_00,عدل الرقم بأسرع وقت من المتجر إذا يمديك،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000106_assistant_03_seg_02,إذا بعد 24 ساعة نفس الشي، اطلب من المرسل تأكيد الرقم أو نسخة من البوليصة.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000287_assistant_03_seg_01,تقدرين تطلبين “Expected Graduation Letter” من شؤون الطلبة،,,
bahraini_sft_conversation_gen_cleaned_000252_response_seg_02,قس السرعة بكابل على كمبيوتر إذا تقدر عشان نتأكد إذا المشكلة من الواي فاي أو من الخط.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000608_response_seg_02,آخر تحديث شنو مكتوب بالضبط؟,,
bahraini_sft_conversation_gen_cleaned_000277_response_seg_02,بالDSL يعتمد على سلك الهاتف.,,
bahraini_sft_conversation_gen_cleaned_000683_response_seg_05,تبي تشرح لي شنو سبب الرفض؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000842_response_seg_02,متابعة مرشد،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000054_assistant_03_seg_00,تمام، هذا تبديل مقاس.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000119_assistant_01_seg_00,يعتمد وين وصلت الحين: إذا قبل الجمارك أو بعدها.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001091_response_seg_01,بس التأمين غالبًا يعتمد على وجود إثبات للحادث.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000303_assistant_05_seg_00,زين، واضح.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000450_response_seg_03,وإذا ما فيه اطلب نموذج تعديل بيانات.,,
bahraini_sft_conversation_gen_cleaned_000567_response_seg_01,"عطيني اسم المتجر ورقم الطلب ورقم التتبع وتاريخ حالة ""تم التسليم"".",,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000377_assistant_05_seg_01,إذا تبين، نضيف أشعة بسيطة وقتها حسب الحاجة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000786_response_seg_00,شيّك رقم الحساب والعدادات وسجّل قراءات البداية يوم الاستلام عشان ما تنحسب عليك فترة قبل.,,
bahraini_sft_conversation_gen_cleaned_000645_response_seg_02,آخر مرة نزل لك الدعم متى؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000282_assistant_03_seg_01,تحتاج خطاب عدم ممانعة من جامعتك،,,
bahraini_sft_conversation_gen_cleaned_000123_response_seg_00,زين، بنكتب ملاحظة للسايق يدق دقة خفيفة أو يتصل بدل ما يدق الباب.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000391_response_seg_00,يعتمد شنو يحب: ألعاب تركيب، رسم وتلوين، أو شي تفاعلي.,,
bahraini_sft_conversation_gen_cleaned_000932_response_seg_02,إذا يستمر بكل البيت، يمكن يحتاج تنظيف خزان/فحص مصدر.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000493_response_seg_00,إذا النظام متوقف،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000394_assistant_05_seg_02,إذا صاحب المفتاح تواصل، خله يوصف الميدالية أو عدد المفاتيح للتأكيد.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000406_assistant_05_seg_00,قول لهم تبي تتبع الموضوع رسمي وبأسلوب هادي:,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000236_assistant_03_seg_00,ساعتين المفروض ينعكس، بس مرات يتأخر شوي.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000083_response_seg_01,عطيني رقم الطلب ووقت المحاولة، وبأتأكد لك إذا مدفوع ولا يحتاج إعادة دفع.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000349_assistant_03_seg_01,اطلب من الورشة تكتب شنو البنود اللي مو مشمولة،,,
bahraini_sft_conversation_gen_cleaned_000731_response_seg_01,تاريخ التقديم،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000520_response_seg_08,شنو اسم السفارة واللغة؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000196_assistant_05_seg_01,وإذا استمر ما يشتغل،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000515_response_seg_01,مرات المشكلة coverage مو المبدأ.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000800_response_seg_02,عادة له رسوم وإجراءات، وبعدها تسوي إعادة توصيل لما تخلص.,,
bahraini_sft_conversation_gen_cleaned_000301_response_seg_01,بس السرعة تتغير حسب جودة الأسلاك والأحمال.,,
bahraini_sft_conversation_gen_cleaned_000425_response_seg_00,ركز على الخياطة عند اليد، وجودة السحاب، وتبطين داخلها.,,
bahraini_sft_conversation_gen_cleaned_000791_response_seg_01,بعد، إذا المكيفات مركبة بطريقة ما تضبط التوزيع، بتضطر تخفض الحرارة أكثر.,,
bahraini_sft_conversation_gen_cleaned_000933_response_seg_00,إذا الفلتر نوعه صغير أو مسدود مع الوقت، إي ممكن يخف الضغط.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000406_assistant_03_seg_00,اوكي: جمّد كرت البنك الحين احتياط.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000120_assistant_01_seg_01,تبين تكتبين لي صيغة العنوان اللي حطيتيها (بدون معلومات حساسة) وأنا أرتبها لج؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000850_response_seg_00,تقدر تطلب خطاب تعريف طالب/شهادة قيد باللغة اللي يبونها.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000920_response_seg_02,إذا تكرر، خلي كهربائي يفحص لأن السلامة أهم.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000814_response_seg_01,ويطلبون معدل معيّن وساعات مجتازة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001118_response_seg_02,لا تحاول توفر شي مو موجود.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000067_response_seg_00,آسف على اللي صار.,,
bahraini_sft_conversation_gen_cleaned_000660_response_seg_00,حقك تتأكد.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000262_response_seg_00,احسب لكل شخص كوب قهوة واحد على الاقل، والدونات عادة 1–2 للشخص حسب طول الاجتماع.,,
bahraini_sft_conversation_gen_cleaned_000245_response_seg_01,تقدر من التطبيق تسوي كود سحب وتستخدمه في الصراف خلال مدة محددة.,,
bahraini_sft_conversation_gen_cleaned_000490_response_seg_00,أغلب المراكز الحين تمشي بطاقة، وبعضهم ما يقبل كاش.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000299_response_seg_01,شنو تفضل: برغر، مشاوي، ولا اكل بحريني؟,,
bahraini_sft_conversation_gen_cleaned_001314_response_seg_00,حتى لو قديمة، ممكن لها قيمة عند صاحبها.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001059_response_seg_01,بس مرات أسرع تفتح مطالبة بتأمينك (لو شامل) وبعدين شركتك ترجع عليهم.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000344_assistant_03_seg_02,إلا إذا وثيقتج فيها “new car replacement” أو قيمة متفق عليها.,,
bahraini_sft_conversation_gen_cleaned_001316_response_seg_01,سلمها للشرطة أو أمن المكان فورا لأن الوثائق حساسة.,,
bahraini_sft_conversation_gen_cleaned_000180_response_seg_01,قولي شنو المنتج وقيمة الطلب تقريبا، وبأعطيك فكرة شلون عادة تنحسب.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001020_response_seg_02,وإذا في dress code للمسبح بيعلمونك.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000066_response_seg_00,مرات يصير حجز مبلغ (pre-auth) ويبين مثل خصم ثاني وبعدين ينفك خلال كم يوم.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000165_response_seg_01,Jitter هو تذبذب هالوقت؛,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000054_assistant_03_seg_01,إذا داخل مدة التبديل والقطعة جديدة بتيكتها،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000364_response_seg_01,إذا بعد ما ضبط، روح لمكتب المعلومات لأن مرات يعطونك طريقة تسجيل ثانية أو شبكة بديلة.,,
bahraini_sft_conversation_gen_cleaned_001222_response_seg_00,خلنا نحلها خطوة خطوة:,,
bahraini_sft_conversation_gen_cleaned_000586_response_seg_00,ممكن، بس يحتاج موافقة المدير والموارد البشرية حسب طبيعة الشغل.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001260_response_seg_00,اكتب المكان والوقت التقريبي،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000029_assistant_01_seg_00,هذي مشكلة roaming.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000843_response_seg_00,على حسب الجامعة والتمويل، بس غالبًا تكون شهريًا بتاريخ ثابت أو حول نص الشهر.,,
bahraini_sft_conversation_gen_cleaned_000763_response_seg_01,وإذا عندك تطبيق أو رسائل الاستهلاك شوف المعدل اليومي.,,
bahraini_sft_conversation_gen_cleaned_000077_response_seg_00,يصير إذا الطلب بعده بالمطبخ أو ما طلع للتوصيل.,,
bahraini_sft_conversation_gen_cleaned_000996_response_seg_01,عطني الإيميل أو رقم الواتساب، وبرسل لك رسالة فيها التاريخ والوقت واسم الشركة والموقع.,,
bahraini_sft_conversation_gen_cleaned_000079_response_seg_01,تبي التتبيلة عادية ولا ليمون وفلفل؟,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000150_assistant_05_seg_01,وخل الأشياء الثقيلة مثل اللابتوب بيدك إذا مسموح.,,
bahraini_sft_conversation_gen_cleaned_000893_response_seg_01,الأفضل تدفع أقرب وقت أو ترتب تسوية إذا المبلغ كبير.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000251_assistant_03_seg_00,تمام، قدم اعتراض وارفِق صورة العداد عشان يصير تصحيح قراءة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000219_response_seg_00,المفروض الداخلي يكون فوري، بس مرات يصير تعليق بسبب صيانة أو تحقق إضافي.,,
bahraini_sft_conversation_gen_cleaned_000339_response_seg_01,ويمكن لازم تستلم شنطك وتعيد تشيك إن وجوازات من جديد.,,
bahraini_sft_conversation_gen_cleaned_000296_response_seg_01,إذا تشوف time يقفز وايد أو packet loss، في عدم استقرار.,,
bahraini_sft_conversation_gen_cleaned_000678_response_seg_00,ممكن لأن في حقل ثاني مرتبط ما تغير،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001012_response_seg_03,إذا الدفع مسبق، أهم شي يطابق الاسم على الفاتورة إذا تحتاجها.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000078_assistant_01_seg_00,تقدر من التطبيق: البطاقات > حدود الاستخدام > حد الشراء اليومي/الأونلاين وتعدله.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001042_response_seg_00,اسألهم إذا في ATM داخل الفندق أو قريب.,,
bahraini_sft_conversation_gen_cleaned_001084_response_seg_00,لا، ضد الغير يغطي أضرار الطرف الثاني إذا أنت المتسبب.,,
bahraini_sft_conversation_gen_cleaned_001212_response_seg_01,إذا ما تقدر تدخل،,,
bahraini_sft_conversation_gen_cleaned_001267_response_seg_01,بعدين تواصل مع أمن المجمع واسأل إذا وصلتهم سماعات بنفس الوصف.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000047_assistant_05_seg_01,إذا في أي تعديل ثاني على التغليف قولي لي قبل لا يطلع الطلب من التجهيز.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001305_response_seg_01,ولا تذكر انت التفاصيل.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001043_response_seg_00,عادة مجاني وبباسورد يطلعونه لك مع key card أو على التلفزيون.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000316_assistant_05_seg_01,الحين بس نكمل إجراءات الدخول ونعطيك رقم الغرفة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001212_response_seg_00,على حسب نوع العلاج؛,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000213_assistant_05_seg_01,أهم شي تكون أوراق السلامة/التأمين/موافقة الموقع كاملة، لأن هذي اللي عادة تعطل التصريح.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000320_response_seg_00,عادةً تكون صوب كاونترات شركات الطيران في منطقة المغادرة،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000374_assistant_01_seg_00,قبل التبييض،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000854_response_seg_01,واذا تبينها بسرعة قولي لهم لأن الطباعة تاخذ وقت.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000209_assistant_03_seg_00,اوكي، شهرين تعتبر طويلة.,,
bahraini_sft_conversation_gen_cleaned_001329_response_seg_02,لا تتأخر لأن وقت الإغلاق قريب.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000055_assistant_05_seg_00,مفهوم، بخليه Priority ونطلب تسريع التجهيز.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000100_assistant_01_seg_02,حتى في التتبيلة/الصوص،,,
bahraini_sft_conversation_gen_cleaned_000959_response_seg_02,وإذا حضوري بقول لك تفاصيل الوصول.,,
bahraini_sft_conversation_gen_cleaned_000653_response_seg_01,خلك متأكد من حالة الطلب الحالي أول.,,
