sample_id,text,source_wav_path,duration
bahraini_sft_cleaned_001303_response_seg_01,وتعليم الشباب أهمية الحفاظ على اللغة والثقافة،,,
bahraini_sft_conversation_gen_single_speaker_cleaned_001030_response_seg_01,قول لهم إنك تحتاج ساعة أو ساعتين بس وخلك مرن.,,
bahraini_sft_casual_cleaned_000450_response_seg_02,بس انا أنصح دائما يكون عندك ميزانية سنوية،,,
metadata_SPK_03_000080_seg_01,يعني تلاقينا حتى في مكان و في مجامعة،,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000080.wav,5.839
metadata_SPK_17_000945,ممكن يساهموا و يقولوا ان انا اشوف ناس وايد يطمع اشوف ناس وايد قاعد تسأل دي و دي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000945.wav,6.0
bahraini_sft_cleaned_002507_response_seg_00,الخطة تضمن استمرارية العمل حتى لو غاب أحد الموظفين،,,
metadata_SPK_17_003080,عشان تعرف شون انت قدرت تواكب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_003080.wav,2.877
bahraini_sft_conversation_gen_single_speaker_cleaned_001208_response_seg_00,ينفع في وايد حالات بس نحتاج تقييم قبل عشان ما تزيد الحساسية.,,
bahraini_sft_conversation_gen_cleaned_001023_response_seg_01,تحب تعرف قيمة التأمين على حسب عدد الليالي؟,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000645_response_seg_00,ما في يوم ثابت 100% لأن يعتمد على المراجعة ورفع البيانات الشهرية،,,
bahraini_sft_casual_cleaned_002201_response_seg_04,وتعلمت كثير مع الوقت وكيف أعدل وأطور.,,
bahraini_sft_casual_cleaned_000858_response_seg_01,يعني تحاولوا تتكلمون بدون عصبية،,,
metadata_SPK_17_001409,بيران تشترينا الحين وبهلقة الكمية تشتري,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001409.wav,2.918
bahraini_sft_casual_cleaned_002254_response_seg_03,بس لو جربت تسمع الخطبة وتركيزك يكون مع الكلام، بتلقى الوناسة فيها ويمكن تفتح قلبك شوي.,,
bahraini_sft_casual_cleaned_001194_response_seg_02,والاحتقان اللي يصير يحتاج وقت حتى يروح،,,
bahraini_sft_casual_cleaned_000424_response_seg_02,بس ما يحتاج تصير شخص ثاني،,,
metadata_SPK_01_003230,ما بإيمان بنتجمع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_003230.wav,2.307
bahraini_sft_cleaned_002575_response_seg_01,كثير منهم يصرون يكملون مع عوائلهم ويتعلمون مهارات جديدة عشان يثبتون نفسهم رغم التحديات.,,
metadata_SPK_04_001462,والنشاية إن أنا ما قلتها أنا ماقصدش ذي أمة كاتمة على أهالها وعليها,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001462.wav,6.0
bahraini_sft_conversation_gen_cleaned_000187_response_seg_01,قولي منطقتك وخيار التوصيل اللي اخترته، وبأعطيك توقع أقرب للواقع.,,
metadata_SPK_55_000969_seg_00,يقولك والله ..,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000969.wav,2.663
metadata_SPK_03_001907_seg_00,ما حضرنا طبعا ما ..,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_001907.wav,5.244
metadata_SPK_01_000441,الراتب في 1972 كان 47 دينار,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000441.wav,5.431
bahraini_sft_casual_cleaned_001570_response_seg_03,طور شغلك بخبرة وصبر،,,
bahraini_sft_conversation_gen_cleaned_000379_response_seg_01,قول لي أي محل أو أي براند،,,
metadata_SPK_04_000429,معروفين إن احنا متربيين تربية محافظة ومعتادلة لا زايدة ولا ناقصة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000429.wav,6.0
bahraini_sft_conversation_gen_single_speaker_cleaned_000361_response_seg_01,إذا أكبر، يا تحجز لها مقعد إضافي أو تنشحن بكيز حماية؛,,
bahraini_sft_casual_cleaned_002481_response_seg_00,أكيد، انا دايما آخذ رأيهم، خصوصا في العمليات الصعبة مثل استئصال البنكرياس أو الكبد.,,
bahraini_sft_casual_cleaned_003125_response_seg_01,استفدت منها كثير خصوصا لما تعاملت مع وزارة الصحة والجهات الثانية،,,
bahraini_sft_cleaned_001583_response_seg_03,ولو استمر الارتفاع لازم تستشير طبيب.,,
bahraini_sft_conversation_gen_cleaned_000379_response_seg_00,إذا تقصد خصومات الموسم، وايد محلات مستمرين بس يفرق من متجر لثاني.,,
bahraini_sft_cleaned_000235_response_seg_01,بس لازم ما تهمل الجانب النفسي،,,
bahraini_sft_casual_cleaned_001792_response_seg_02,يمكن لأنها تحس إنها مضطرة أو مهيأة من أهلها كذا،,,
metadata_SPK_01_001547,احنا الحين خلنا نتكلم عن تيك توك مثلا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001547.wav,2.001
bahraini_sft_conversation_gen_single_speaker_cleaned_000426_response_seg_00,نقدر نحجزه فترة قصيرة إذا كان متوفر ونثبت الحجز باسمك.,,
metadata_SPK_04_001034,وحطت وصلات شعر قليضة طويلةاش كثرها استوتشنا مثل لعاب البرّوي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001034.wav,6.0
metadata_SPK_03_000446,انتهى حانة الخدمة تقريبًا,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000446.wav,1.56
bahraini_sft_casual_cleaned_001274_response_seg_02,الناس بتاخذ همية وتتحمس أكثر،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000268_assistant_01_seg_00,ممكن تتأكد بشكل مبدئي:,,
bahraini_sft_cleaned_001637_response_seg_00,الاختيار يعتمد على تحملك للمخاطر.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000018_assistant_01_seg_00,ولا يهمك، التنظيف غالباً بسيط ومرات يحطون جل مخدر إذا اللثة حساسة.,,
metadata_SPK_01_001200,مَن اللي بيستخدمها صح ولا خطأ انت؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001200.wav,2.205
metadata_SPK_17_003337,و أحين بدأوا يصيدونهم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_003337.wav,2.035
bahraini_sft_cleaned_000238_response_seg_02,وتقدر تنتج خضار طازج طوال السنة.,,
bahraini_sft_cleaned_000111_response_seg_01,وخلى قيمنا تتغير شوي بسبب الضغوط الخارجية.,,
bahraini_sft_casual_cleaned_000378_response_seg_04,فهو ما ياخذ فائدة،,,
metadata_SPK_01_002050,بالي سؤال رمضان أكيد حضرتها في كلية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002050.wav,3.19
metadata_SPK_03_002256,البحر عندنا في المركز,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_002256.wav,1.332
bahraini_sft_casual_cleaned_000166_response_seg_01,كانوا جنبي طول الوقت،,,
bahraini_sft_casual_cleaned_000583_response_seg_02,ترى الناس أذواق وأفكار مختلفة،,,
bahraini_sft_casual_cleaned_002066_response_seg_01,مو كل الناس عندها نفس الحماس أو التنظيم،,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000279_assistant_03_seg_03,إذا ما عندكم نظام حجز، ارسل للمرشد إيميل فيه رقمك الجامعي و3 أوقات تناسبك خلال الأسبوع.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000282_assistant_01_seg_00,يصير إذا جامعتك تسمح وعندك موافقة.,,
bahraini_sft_casual_cleaned_000097_response_seg_04,التعليم لازم يكون مرتبط بأخلاقنا وقيمنا،,,
metadata_SPK_01_002978,يعني الرياضي الأول هو قائد النسيرة «سيد رجالة الملك»,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002978.wav,4.599
