sample_id,text,source_wav_path,duration
metadata_SPK_04_000518,أكثر من سنة على هذه الوضع,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000518.wav,2.358
metadata_SPK_55_001801,أفضل برنامج,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_001801.wav,1.051
metadata_SPK_55_001511_seg_01,إذا كان القضاء,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_001511.wav,6.0
bahraini_sft_conversation_gen_single_speaker_cleaned_001069_response_seg_01,تقرير المرور/رقم البلاغ،,,
metadata_SPK_17_001372,تم عملية,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001372.wav,1.186
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000180_assistant_05_seg_00,بعض الجهات فيها حجز موعد أو رقم إلكتروني من التطبيق، وبعضها لا.,,
bahraini_sft_conversation_gen_cleaned_000234_response_seg_03,عمر الطفل جم؟,,
metadata_SPK_04_003472,هو ماتش بوس، حالة لأ,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003472.wav,2.069
metadata_SPK_17_000822,هي نصج، هاي مسابقات ذهب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000822.wav,3.359
metadata_SPK_55_001878,بتسرعة في الاستشفاء، الاتحاب اللي عندك بدأ يخف، الإصابة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_001878.wav,6.0
metadata_SPK_55_000537,ولما وصلت,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_000537.wav,1.526
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000402_assistant_05_seg_01,كلمهم بعد واذكر رقم الطلب ووقت الاستلام،,,
metadata_SPK_04_001229_seg_00,قالت ليش توصفين البحراني؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_001229.wav,3.526
metadata_SPK_17_002335_seg_04,عندهم كل مرحلة؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002335.wav,6.0
metadata_SPK_55_001137,أبهارات أصلها عشاب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_001137.wav,1.152
bahraini_sft_conversation_gen_single_speaker_cleaned_001020_response_seg_00,اسألهم عن أوقات العمل وهل تحتاج بطاقة الغرفة للدخول.,,
bahraini_sft_conversation_gen_cleaned_000399_response_seg_01,إذا ما حصلته، اتصل بالفرع أو روح الكاشير يعطونك المعلومة.,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000381_response_seg_02,وإذا تأكد الخلل نبدّلها أو نسوي refund حسب السياسة.,,
metadata_SPK_55_002192_seg_01,شنو أصلا؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_002192.wav,1.169
metadata_SPK_17_000852,شخص يعني يوقف قلبك جدامك ودم و,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000852.wav,3.971
metadata_SPK_17_000952,أو أنكم موظفين,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_000952.wav,1.509
bahraini_sft_conversation_gen_single_speaker_cleaned_000636_response_seg_00,إذا عندكم نظام رواتب/HR يطلع تقرير المسير، أو من المحاسب اللي يسوي الرواتب.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000232_assistant_03_seg_00,صندوق الطرد بالحمام، السخان، الحنفيات اللي تقطر، والأنابيب تحت المغاسل.,,
metadata_SPK_04_003433,مو قدرت أقول أي كلمة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_003433.wav,1.56
metadata_SPK_04_002309,شلون انت ترضى على نفسك؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002309.wav,1.899
metadata_SPK_01_001458,أحد يفهم اللي هو,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001458.wav,1.034
metadata_SPK_17_002361,يقول اشتري بهذا الكثر one lot,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002361.wav,1.781
metadata_SPK_04_002575,أبكى والدبلة,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_002575.wav,1.366
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000289_assistant_05_seg_02,سو refresh وسجل خروج/دخول،,,
bahraini_sft_conversation_gen_cleaned_000236_response_seg_01,تقدر تشيك حد السحب من التطبيق وتعدله إذا متاح.,,
bahraini_sft_conversation_gen_cleaned_000492_response_seg_01,قول لي خطاب تعريف حق شنو بالضبط، ومنو طالب الخطاب، عشان أحدد لك النموذج والشباك.,,
metadata_SPK_03_002193,لا يحتاج تتلول عليه يعني أكثر عساس يعني يكتسب المهارة ويكرر تكتر,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_002193.wav,6.0
metadata_SPK_04_000160,إداريين أو محاسبين، دي كلها مجهود شخصي,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000160.wav,6.0
metadata_SPK_55_001676,تاخد القفشة مسطحة، مسطحة، تقعد تغرف من فوق، فوق، من فوق، ليه فوق؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_55/wavs/SPK_55_001676.wav,6.0
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000253_assistant_01_seg_00,العداد يزيد مع الوقت وما ينقص، إلا إذا تقصد الاستهلاك اليومي.,,
metadata_SPK_01_001845,فاشل بتعرف في فضيحته و الطاق لايك,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_001845.wav,2.018
metadata_SPK_01_002107,أقول دا من الناس موجودة والخطاب موجود,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002107.wav,2.918
bahraini_sft_conversation_gen_cleaned_000898_response_seg_01,جرب توزع التشغيل ولا تشغلهم بنفس الوقت.,,
metadata_SPK_01_002971,هل فيكم سلسلات يقدروا يردونها عقب صوت تراويح؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_002971.wav,3.268
metadata_SPK_03_000520,الرابع في عالم الـ,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_03/wavs/SPK_03_000520.wav,3.156
metadata_SPK_04_000468,وحفاظا على المحتوى اللي انا بقدمه لأن انا مو مهم عندي انت من,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000468.wav,6.0
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000007_assistant_05_seg_00,تم حجز سحب الدم ٨:٠٠.,,
bahraini_sft_conversation_gen_cleaned_000232_response_seg_00,شهادة الرصيد عادة تطلع من الفرع وممكن إلكترونيا حسب الخدمة، وتكون بتاريخ محدد وبختم.,,
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000317_assistant_03_seg_01,تقدر تضيفه الحين بسعر مخفض للغرفة كلها، تبي أضيفه؟,,
metadata_SPK_17_001586,هنقول غير ناجح، شنو تشوف السلوكيات؟,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_001586.wav,4.445
bahraini_sft_conversation_gen_cleaned_000038_response_seg_02,ومعاه دوخة أو ألم بالصدر؟,,
metadata_SPK_17_002045_seg_00,بنزل حين تبندي ال business يبت ال suppliers يبت ال products موالك يبت الموظفين عندك cost,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_17/wavs/SPK_17_002045.wav,5.991
metadata_SPK_04_000640,ووصلت لبقيت أخذ راية في موضوع أو أبقى طلبة شيء مادي أو أبقى خابرة شيء عن العيوب,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000640.wav,6.0
bahraini_sft_conversation_gen_single_speaker_cleaned_001130_response_seg_00,يعتمد على نوع الخصم ونوع المكافأة؛,,
bahraini_sft_conversation_gen_single_speaker_cleaned_000591_response_seg_02,إذا تحب، قول لي شركة الشحن عشان أقول لك عادة شلون طريقة الدفع عندهم.,,
metadata_SPK_01_000497,الحين أنا باسألك النبي عليه الصلاة والسلام لما توفي ابنه إبراهيم,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_01/wavs/SPK_01_000497.wav,4.174
metadata_SPK_04_000968,أنا بعاد,/Users/hisham/Code/Bahraini_TTS/data/speaker_export_SPK_04/wavs/SPK_04_000968.wav,0.83
bahraini_conversation_multiturn_gen_single_speaker_cleaned_000105_assistant_01_seg_02,شنو نوع الشحن؟,,
